cs_key,city_state,county_name,s_key,population,density,lat,lng,timezone,zips
2690,"Nanuet,NY",Rockland,32,17517,1244,41.0957,-74.0155,America/New_York,10954
2691,"Dumont,NJ",Bergen,30,17516,3469,40.9452,-73.9923,America/New_York,7628
2692,"Maryland City,MD",Anne Arundel,20,17513,876,39.1016,-76.8051,America/New_York,20724
2693,"Shorewood,IL",Will,13,17509,856,41.5175,-88.2149,America/Chicago,60404
2694,"Vero Beach,FL",Indian River,9,17503,590,27.6463,-80.393,America/New_York,32960 32963 32961 32964 32965 32969
2695,"Clemson,SC",Pickens,40,17501,895,34.6837,-82.8124,America/New_York,29631 29632
2696,"Country Walk,FL",Miami-Dade,9,17496,2619,25.6331,-80.4353,America/New_York,33196 33186
2697,"Spanish Lake,MO",St. Louis,25,17485,915,38.7884,-90.2078,America/Chicago,63138
2698,"Lake Mary,FL",Seminole,9,17479,743,28.7592,-81.3359,America/New_York,32746 32795
2699,"Manassas Park,VA",Manassas Park,46,17478,2673,38.7719,-77.445,America/New_York,20111
2700,"Woodmere,NY",Nassau,32,17470,2612,40.6374,-73.7219,America/New_York,11581 11598 11516
2701,"Lakeport,CA",Lake,5,17466,632,39.0392,-122.9218,America/Los_Angeles,95453
2702,"Knik-Fairview,AK",Matanuska-Susitna,2,17457,81,61.4964,-149.6535,America/Anchorage,99654
2703,"Martinsburg,WV",Berkeley,48,17454,1016,39.4582,-77.9776,America/New_York,25403 25401 25404 25402
2704,"Tinton Falls,NJ",Monmouth,30,17451,435,40.2709,-74.0948,America/New_York,07712 07724 07753
2705,"South Houston,TX",Harris,43,17438,2210,29.6611,-95.2285,America/Chicago,77587
2706,"Jenison,MI",Ottawa,22,17431,1149,42.9063,-85.8269,America/Detroit,49428 49429
2707,"Redland,MD",Montgomery,20,17414,954,39.1335,-77.1465,America/New_York,20855 20877
2708,"Burlington,KY",Boone,17,17401,762,39.0223,-84.7217,America/New_York,41005
2709,"Godfrey,IL",Madison,13,17400,195,38.9577,-90.2156,America/Chicago,62035
2710,"Pendleton,OR",Umatilla,37,17398,552,45.6756,-118.8209,America/Los_Angeles,97801
2711,"Taylor,TX",Williamson,43,17383,365,30.5743,-97.4234,America/Chicago,76574
2712,"Pecan Grove,TX",Fort Bend,43,17380,806,29.6235,-95.7331,America/Chicago,77406
2713,"Nederland,TX",Jefferson,43,17371,1132,29.9707,-94.0015,America/Chicago,77627
2714,"Colonial Heights,VA",Colonial Heights,46,17370,891,37.265,-77.3969,America/New_York,23834
2715,"Stafford,TX",Fort Bend,43,17362,957,29.6271,-95.5653,America/Chicago,77477 77497
2716,"Willimantic,CT",Windham,7,17358,1523,41.7153,-72.2173,America/New_York,6226
2717,"Ocean Acres,NJ",Ocean,30,17333,1148,39.743,-74.2804,America/New_York,08050 08005
2718,"La Marque,TX",Galveston,43,17319,480,29.369,-94.9957,America/Chicago,77563 77568
2719,"Versailles,KY",Woodford,17,17298,570,38.0487,-84.7259,America/New_York,40383 40384
2720,"Morris,IL",Grundy,13,17296,586,41.3749,-88.4305,America/Chicago,60450
2721,"Lemont,IL",Cook,13,17291,806,41.6695,-87.9836,America/Chicago,60439
2722,"Gainesville,VA",Prince William,46,17287,660,38.7931,-77.6347,America/New_York,20169 20155 20156
2723,"Sayre,PA",Bradford,38,17281,1024,41.9855,-76.5207,America/New_York,18840
2724,"Portland,TX",San Patricio,43,17268,598,27.8911,-97.3284,America/Chicago,78374 78390
2725,"Lindenwold,NJ",Camden,30,17263,1708,39.8172,-74.9898,America/New_York,8021
2726,"Clive,IA",Polk,15,17242,867,41.6147,-93.798,America/Chicago,50325
2727,"Oneonta,NY",Otsego,32,17236,1231,42.4551,-75.0666,America/New_York,13820
2728,"Shippensburg,PA",Cumberland,38,17234,1059,40.0484,-77.5227,America/New_York,17257
2729,"Pampa,TX",Gray,43,17230,730,35.5479,-100.9651,America/Chicago,79065 79066
2730,"McKinleyville,CA",Humboldt,5,17208,318,40.9488,-124.0857,America/Los_Angeles,95519
2731,"Ferndale,MD",Anne Arundel,20,17208,1671,39.1869,-76.633,America/New_York,21061
2732,"South Ogden,UT",Weber,44,17199,1707,41.1722,-111.9577,America/Denver,84405 84403
2733,"Albemarle,NC",Stanly,33,17185,359,35.3594,-80.1915,America/New_York,28001 28002
2734,"Coalinga,CA",Fresno,5,17179,1007,36.143,-120.3262,America/Los_Angeles,93210
2735,"North Canton,OH",Stark,35,17176,1034,40.8742,-81.3971,America/New_York,44709 44720
2736,"La Vista,NE",Sarpy,27,17170,1220,41.1816,-96.0666,America/Chicago,68128
2737,"Ashwaubenon,WI",Brown,49,17161,535,44.4796,-88.0889,America/Chicago,54313 54115 54304
2738,"Dickson,TN",Dickson,42,17157,299,36.064,-87.3668,America/Chicago,37029 37055 37056
2739,"North Adams,MA",Berkshire,21,17153,241,42.6844,-73.1166,America/New_York,1247
2740,"Waxhaw,NC",Union,33,17147,553,34.9364,-80.7438,America/New_York,28173
2741,"Massapequa Park,NY",Nassau,32,17143,3019,40.6817,-73.4496,America/New_York,11762
2742,"North Babylon,NY",Suffolk,32,17134,1962,40.7311,-73.3251,America/New_York,11703
2743,"Wahiawa,HI",Honolulu,11,17122,3181,21.5005,-158.0198,Pacific/Honolulu,96786
2744,"Bastrop,TX",Bastrop,43,17120,328,30.1118,-97.3257,America/Chicago,78602
2745,"Ammon,ID",Bonneville,12,17115,870,43.4746,-111.9569,America/Boise,83401 83406 83403
2746,"Yelm,WA",Thurston,47,17103,640,46.9398,-122.6261,America/Los_Angeles,98576 98597
2747,"Lansdale,PA",Montgomery,38,17083,2204,40.2417,-75.2812,America/New_York,19446
2748,"Parole,MD",Anne Arundel,20,17074,641,38.9861,-76.5519,America/New_York,21401
2749,"Hybla Valley,VA",Fairfax,46,17069,3210,38.7485,-77.0822,America/New_York,22306
2750,"Glenvar Heights,FL",Miami-Dade,9,17065,1598,25.709,-80.3156,America/New_York,33143 33155
2751,"Palos Hills,IL",Cook,13,17060,1551,41.6986,-87.8266,America/Chicago,60465
2752,"Brownsville,FL",Miami-Dade,9,17051,2888,25.8216,-80.2417,America/New_York,33142 33188
2753,"Camano,WA",Island,47,17042,165,48.1865,-122.4708,America/Los_Angeles,98282
2754,"Streator,IL",LaSalle,13,17021,701,41.1244,-88.8296,America/Chicago,61364
2755,"Buffalo,MN",Wright,23,16993,846,45.1796,-93.8644,America/Chicago,55313
2756,"Lincoln,IL",Logan,13,16993,835,40.1508,-89.3721,America/Chicago,62656
2757,"Sylacauga,AL",Talladega,1,16982,229,33.1778,-86.2606,America/Chicago,35151 35150
2758,"Oconomowoc,WI",Waukesha,49,16981,562,43.0995,-88.495,America/Chicago,53066
2759,"Fort Hunt,VA",Fairfax,46,16973,1120,38.7361,-77.0589,America/New_York,22306 22307 22308
2760,"Phoenixville,PA",Chester,38,16968,1866,40.1358,-75.5201,America/New_York,19460
2761,"East Cleveland,OH",Cuyahoga,35,16964,2122,41.5318,-81.5795,America/New_York,44112
2762,"Mountain Home,ID",Elmore,12,16945,927,43.1324,-115.6972,America/Boise,83647
2763,"Americus,GA",Sumter,10,16939,516,32.0736,-84.2249,America/New_York,31709 31719
2764,"Republic,MO",Greene,25,16938,421,37.1452,-93.4446,America/Chicago,65738 65619 65802
2765,"Glassmanor,MD",Prince George's,20,16935,2776,38.8181,-76.9836,America/New_York,20745
2766,"Lemay,MO",St. Louis,25,16918,1593,38.5325,-90.2845,America/Chicago,63125
2767,"Buda,TX",Hays,43,16906,1048,30.0856,-97.8472,America/Chicago,78610
2768,"Roosevelt,NY",Nassau,32,16899,3685,40.6797,-73.5837,America/New_York,11575
2769,"Cutlerville,MI",Kent,22,16895,1116,42.8405,-85.6739,America/Detroit,49548 49315
2770,"Calverton,MD",Montgomery,20,16888,1421,39.0578,-76.9488,America/New_York,20705 20904
2771,"Gainesville,TX",Cooke,43,16886,337,33.6391,-97.1488,America/Chicago,76240 76241
2772,"Southbridge,MA",Worcester,21,16878,321,42.0604,-72.0338,America/New_York,1550
2773,"Myrtle Grove,FL",Escambia,9,16875,980,30.4158,-87.3028,America/Chicago,32506 32511 32516
2774,"Lake St. Louis,MO",St. Charles,25,16864,763,38.7846,-90.7886,America/Chicago,63367
2775,"Seagoville,TX",Dallas,43,16861,345,32.653,-96.5455,America/Chicago,75159
2776,"Crescent City,CA",Del Norte,5,16849,1334,41.7727,-124.1902,America/Los_Angeles,95531 95532
2777,"Live Oak,CA",Santa Cruz,5,16837,2004,36.986,-121.9804,America/Los_Angeles,95065 95062
2778,"Picayune,MS",Pearl River,24,16832,233,30.5322,-89.6724,America/Chicago,39426 39466 39463
2779,"Rosedale,CA",Kern,5,16820,221,35.3887,-119.2058,America/Los_Angeles,93314
2780,"North Myrtle Beach,SC",Horry,40,16819,303,33.823,-78.7089,America/New_York,29582 29568 29566 29597
